customer_id,payment_method,success_rate,cashback_offered,transaction_fee,customer_preference
162,Credit Card,0.86,1,1.64,3
4298,UPI,0.91,7,1.42,10
996,Net Banking,0.85,8,0.16,8
7630,Pay on Delivery,0.86,7,1.1,0
9468,Pay on Delivery,0.97,7,1.34,5
1017,Pay on Delivery,0.92,7,1.54,6
7870,Amazon Pay Later,0.83,6,1.0,8
6440,Amazon Pay Later,0.95,1,1.91,0
7893,Pay on Delivery,0.84,7,0.57,10
6864,Pay on Delivery,0.89,4,0.23,0
7917,Pay on Delivery,0.93,5,0.73,1
8530,Debit Card,0.85,3,1.36,5
879,Pay on Delivery,0.88,0,1.5,2
9269,Net Banking,0.95,4,1.5,10
4888,Debit Card,0.99,2,0.31,5
4860,Debit Card,0.91,8,1.78,1
6332,UPI,0.8,3,0.63,9
8572,Credit Card,0.87,9,0.5,5
8685,Amazon Pay Later,0.88,1,1.27,6
7209,Amazon Pay Later,0.87,3,0.5,5
5277,Credit Card,0.89,2,1.07,1
2063,Amazon Pay Later,0.93,2,0.87,4
65,Credit Card,0.82,4,0.54,9
8007,Net Banking,0.85,0,0.65,5
2569,UPI,0.9,4,0.91,7
5464,Pay on Delivery,0.86,7,0.76,8
2028,UPI,1.0,9,0.82,4
2696,Easy Monthly Installments (EMI),0.89,8,1.5,6
9688,UPI,0.97,0,0.42,3
5259,Credit Card,0.98,1,1.29,9
5619,Easy Monthly Installments (EMI),0.97,1,1.39,4
6737,Credit Card,0.81,5,1.62,0
392,Pay on Delivery,0.99,0,1.71,2
5893,Amazon Pay Balance,0.83,0,0.4,1
3562,Easy Monthly Installments (EMI),0.81,1,0.36,5
6185,Pay on Delivery,0.88,3,1.27,8
3100,Pay on Delivery,0.84,1,1.54,9
6279,Amazon Pay Later,0.84,3,0.62,2
8393,Amazon Pay Later,0.86,2,1.1,10
3105,Amazon Pay Balance,0.85,2,1.57,1
7216,Amazon Pay Balance,0.94,8,1.56,1
2455,UPI,0.84,7,1.34,5
8997,Pay on Delivery,0.91,9,0.25,9
2732,Amazon Pay Balance,1.0,8,0.2,5
8155,Credit Card,0.89,0,0.84,4
9763,Pay on Delivery,0.93,4,0.15,8
5057,Debit Card,0.99,3,1.82,6
8111,Credit Card,0.83,8,0.14,6
3841,Easy Monthly Installments (EMI),0.88,2,0.16,10
1029,Amazon Pay Balance,0.97,4,0.41,0
7386,Amazon Pay Later,0.99,7,1.29,9
503,Credit Card,0.92,9,1.13,9
6911,Amazon Pay Later,0.83,4,1.35,1
9063,Credit Card,0.98,8,1.8,2
6939,Amazon Pay Later,0.83,1,0.96,4
4489,Net Banking,0.87,5,0.18,10
207,Credit Card,0.88,4,1.55,3
5135,Easy Monthly Installments (EMI),0.89,8,1.64,7
5978,Amazon Pay Later,0.96,6,0.19,10
7722,Debit Card,0.96,7,0.56,3
7036,Easy Monthly Installments (EMI),0.94,6,1.56,5
1485,UPI,0.8,9,0.81,8
7859,Credit Card,0.91,9,1.0,1
864,Debit Card,0.95,4,1.66,7
2791,UPI,0.89,4,0.28,4
7409,Credit Card,0.99,3,1.39,9
8756,Debit Card,0.96,1,0.51,5
5117,Debit Card,0.93,8,0.22,2
6020,Easy Monthly Installments (EMI),0.81,9,1.36,7
1758,Net Banking,0.93,9,0.33,1
7575,Debit Card,0.98,9,1.52,0
6375,Net Banking,0.88,9,0.49,10
6893,Amazon Pay Balance,0.97,2,0.19,0
1679,Easy Monthly Installments (EMI),0.86,2,0.29,7
3243,Pay on Delivery,0.91,2,1.7,1
4637,Amazon Pay Later,0.93,7,0.8,4
1060,Easy Monthly Installments (EMI),0.94,5,0.67,1
6669,UPI,0.98,0,1.03,10
9915,Amazon Pay Later,0.85,2,1.3,3
3158,Amazon Pay Later,0.85,3,0.17,8
5916,Pay on Delivery,0.94,1,1.81,1
9790,Net Banking,0.84,5,1.92,3
2694,Pay on Delivery,0.89,9,0.89,9
3628,Pay on Delivery,0.8,0,0.88,4
9556,Amazon Pay Later,0.83,0,1.77,9
5451,Debit Card,0.94,7,0.92,9
1664,Net Banking,0.95,3,1.73,4
9722,Amazon Pay Later,0.82,0,0.15,4
5593,Net Banking,0.85,6,1.03,9
7393,Amazon Pay Balance,0.82,8,1.91,9
1307,Net Banking,0.89,9,0.58,1
6777,Credit Card,0.83,6,0.61,7
5865,Debit Card,0.89,0,1.3,10
9475,UPI,0.95,0,1.86,4
7527,Credit Card,0.94,0,0.48,5
8902,Credit Card,0.86,7,1.85,7
5576,Pay on Delivery,0.93,6,1.36,7
5531,Pay on Delivery,0.99,2,1.99,9
4414,Credit Card,0.87,2,1.5,6
3749,Amazon Pay Later,0.87,2,1.37,7
664,Net Banking,0.91,1,1.65,9
1999,Net Banking,0.85,3,0.43,10
7995,Easy Monthly Installments (EMI),0.93,6,1.9,6
1496,Amazon Pay Later,0.97,8,0.41,9
3305,Debit Card,0.89,2,0.15,5
3764,Amazon Pay Later,0.94,9,1.43,4
5233,Amazon Pay Later,0.93,6,0.45,4
1854,Amazon Pay Later,0.81,3,1.54,7
6586,Debit Card,0.84,0,1.61,0
1292,Easy Monthly Installments (EMI),0.98,4,0.55,1
3582,Debit Card,0.99,7,0.26,0
7555,Amazon Pay Balance,0.96,2,1.05,9
7281,Easy Monthly Installments (EMI),0.98,9,1.79,6
1637,Amazon Pay Balance,0.86,3,1.71,8
3697,Amazon Pay Balance,0.85,2,0.32,6
699,Amazon Pay Balance,0.88,9,1.93,8
4738,Net Banking,0.81,7,0.6,3
855,Credit Card,0.96,9,0.76,6
8165,Credit Card,1.0,7,0.38,9
5856,Amazon Pay Balance,0.96,3,0.82,9
7393,Amazon Pay Balance,0.91,1,1.31,6
6529,UPI,0.86,2,1.06,9
5250,Pay on Delivery,0.84,2,1.67,9
5173,Credit Card,0.87,3,1.32,1
1708,Pay on Delivery,0.93,1,0.6,1
5792,Pay on Delivery,0.89,1,1.16,7
9926,UPI,0.99,2,0.22,1
5536,Pay on Delivery,0.97,0,1.2,0
4932,Easy Monthly Installments (EMI),0.82,7,0.84,0
3511,UPI,0.83,5,0.29,0
203,Pay on Delivery,0.94,2,0.68,5
4219,Pay on Delivery,0.85,0,1.81,4
8959,Amazon Pay Later,0.96,2,1.21,6
4390,Pay on Delivery,0.92,0,1.82,2
2328,Net Banking,0.85,2,0.88,4
8005,Easy Monthly Installments (EMI),0.9,3,1.96,1
2932,Debit Card,0.88,5,0.78,10
7778,Credit Card,0.97,6,1.54,8
198,Amazon Pay Balance,0.81,6,0.68,8
7126,Pay on Delivery,0.98,8,0.3,3
1931,Easy Monthly Installments (EMI),0.93,7,1.68,1
6288,Amazon Pay Balance,0.95,3,1.55,9
8801,Debit Card,0.8,5,1.66,7
9340,Easy Monthly Installments (EMI),0.93,0,0.67,3
4283,Credit Card,0.92,7,1.44,4
2512,Easy Monthly Installments (EMI),0.91,5,0.52,3
9987,Amazon Pay Balance,0.96,1,0.12,1
660,Amazon Pay Balance,0.91,7,1.75,5
2812,Amazon Pay Later,0.97,3,1.09,0
7099,Pay on Delivery,0.85,8,1.97,7
6547,UPI,0.96,3,0.83,10
9562,Easy Monthly Installments (EMI),0.84,0,1.92,0
1987,Amazon Pay Balance,0.96,6,1.27,4
8339,Net Banking,0.99,9,1.07,8
2912,Credit Card,0.87,4,0.68,0
1735,Net Banking,0.91,9,1.67,9
1844,Debit Card,0.93,4,1.67,6
8681,Easy Monthly Installments (EMI),0.82,3,0.89,6
2977,Amazon Pay Later,0.9,5,1.48,4
1960,Credit Card,0.87,0,0.95,3
5760,Amazon Pay Later,0.97,2,1.51,8
6695,UPI,0.98,6,1.99,4
2386,Amazon Pay Balance,0.94,7,0.6,0
4737,Pay on Delivery,0.93,8,1.3,8
1803,Credit Card,0.95,0,0.82,10
8156,Debit Card,0.87,3,1.14,4
8121,Pay on Delivery,0.88,1,1.76,8
6617,Easy Monthly Installments (EMI),0.91,1,0.76,10
5535,UPI,0.99,0,0.24,10
4062,UPI,0.94,4,1.62,7
263,Amazon Pay Later,0.91,1,1.15,9
6288,UPI,0.95,3,0.95,6
8816,Credit Card,0.87,8,0.45,10
9209,Amazon Pay Later,0.95,2,0.28,5
2050,Pay on Delivery,0.88,7,0.63,8
5424,UPI,0.86,9,1.47,3
4549,Easy Monthly Installments (EMI),0.92,5,0.88,4
3109,Pay on Delivery,0.94,9,1.18,0
7159,Debit Card,0.89,4,0.26,6
7401,Easy Monthly Installments (EMI),0.91,1,0.33,5
3171,Net Banking,0.94,2,0.12,10
9875,Credit Card,0.95,7,1.38,6
2256,Debit Card,0.98,8,0.6,0
1155,Debit Card,0.87,6,1.94,6
4500,Amazon Pay Later,0.99,0,0.69,6
6296,Amazon Pay Balance,0.93,5,0.79,7
6198,Amazon Pay Later,0.96,6,0.99,1
9889,Credit Card,0.94,5,0.71,0
1649,Credit Card,0.84,9,1.65,0
5540,Amazon Pay Later,0.81,1,1.76,7
9638,Amazon Pay Balance,0.95,8,0.12,6
4200,Easy Monthly Installments (EMI),0.9,2,1.34,8
8446,Amazon Pay Later,0.94,5,1.4,1
2558,Credit Card,0.9,5,1.93,3
5593,Amazon Pay Balance,0.86,7,0.8,7
99,Credit Card,0.86,3,0.47,5
2201,Amazon Pay Balance,0.95,5,1.09,1
2962,Amazon Pay Balance,0.86,0,0.95,9
4974,Pay on Delivery,0.94,8,1.6,1
4434,Amazon Pay Later,0.88,8,1.82,6
2870,Amazon Pay Later,0.95,6,0.26,8
957,Amazon Pay Later,0.83,0,1.71,7
8353,Amazon Pay Balance,0.84,2,1.83,1
5700,Amazon Pay Balance,0.94,4,1.86,2
6945,Credit Card,0.91,3,1.55,7
4494,Debit Card,0.84,4,1.51,3
9493,Amazon Pay Later,0.98,6,0.13,5
4912,Pay on Delivery,0.86,8,1.85,1
3988,Net Banking,0.88,0,0.77,0
9720,Credit Card,0.84,4,0.18,5
6016,Credit Card,0.88,2,0.88,7
1219,UPI,0.9,2,1.49,4
4497,Amazon Pay Later,0.86,1,0.94,0
4736,Easy Monthly Installments (EMI),0.95,5,1.54,9
4556,Credit Card,0.88,5,1.07,1
9147,UPI,0.95,2,0.67,2
8051,Net Banking,0.84,0,0.49,1
3447,Pay on Delivery,0.88,6,0.9,8
1046,Net Banking,0.8,1,0.17,9
6894,Easy Monthly Installments (EMI),0.95,7,0.9,1
1694,Amazon Pay Later,0.93,2,0.23,2
3437,Amazon Pay Balance,0.96,0,1.77,8
8755,UPI,0.89,9,1.19,10
5896,Amazon Pay Balance,0.96,8,1.33,2
3355,Net Banking,0.93,4,0.65,7
226,Net Banking,0.8,0,0.53,7
4894,Debit Card,0.85,9,1.45,10
7023,Debit Card,0.9,5,1.38,2
9152,Pay on Delivery,0.92,9,0.33,9
5601,Easy Monthly Installments (EMI),0.81,2,0.55,9
7997,Debit Card,0.94,3,1.9,2
9008,Debit Card,0.91,7,0.68,7
7684,Easy Monthly Installments (EMI),0.91,4,0.15,2
4643,Credit Card,0.86,5,0.22,3
7680,Debit Card,0.92,9,1.57,4
8209,Credit Card,0.81,3,1.54,6
7340,Credit Card,0.81,5,0.83,0
9436,Amazon Pay Later,0.95,2,0.39,7
2206,Credit Card,0.86,9,1.05,2
1070,Credit Card,0.87,0,0.73,6
3445,Debit Card,0.84,5,0.81,10
1061,Credit Card,0.89,0,0.6,9
2328,Amazon Pay Balance,0.81,9,0.22,10
3421,Easy Monthly Installments (EMI),0.86,2,1.6,2
302,Debit Card,0.91,7,1.27,8
607,Easy Monthly Installments (EMI),0.89,6,1.69,9
3171,UPI,1.0,7,1.06,4
700,Debit Card,0.88,9,1.97,2
5089,Credit Card,0.88,9,1.93,2
9332,Amazon Pay Balance,0.9,1,0.62,3
191,Easy Monthly Installments (EMI),0.84,9,0.84,4
981,Debit Card,0.98,6,1.53,4
2976,Amazon Pay Balance,0.91,3,1.58,7
6103,Easy Monthly Installments (EMI),0.84,0,1.83,9
1185,UPI,0.96,2,1.34,5
3328,Net Banking,0.81,4,1.0,4
3395,Pay on Delivery,1.0,9,0.82,1
8320,Pay on Delivery,0.97,7,0.9,4
1817,UPI,0.92,1,1.72,6
5855,Net Banking,0.82,1,1.96,10
6710,Amazon Pay Later,0.84,7,0.2,2
570,Net Banking,0.86,8,1.2,6
5443,Amazon Pay Later,0.85,9,1.09,0
1896,Debit Card,0.9,0,0.81,5
2734,Amazon Pay Later,0.99,1,1.72,0
3864,Pay on Delivery,0.89,3,1.19,6
7456,Pay on Delivery,0.93,2,0.69,5
4015,Amazon Pay Balance,0.94,0,0.94,9
1687,Amazon Pay Later,0.97,3,0.78,10
3010,Amazon Pay Balance,0.81,1,0.92,0
7807,Pay on Delivery,0.88,9,0.24,8
155,Easy Monthly Installments (EMI),0.96,4,0.31,4
1410,Easy Monthly Installments (EMI),0.96,0,1.29,10
785,Net Banking,0.99,7,1.4,6
8097,Net Banking,0.94,9,1.31,0
7561,Net Banking,0.85,1,1.55,10
7344,Amazon Pay Later,0.9,2,1.89,10
7207,Net Banking,0.81,2,1.74,7
5597,Amazon Pay Later,0.93,3,0.9,7
5802,Amazon Pay Later,0.91,6,0.51,8
2807,Credit Card,0.93,8,0.69,1
538,Credit Card,0.99,2,1.22,5
5987,Amazon Pay Later,0.94,0,1.73,9
1842,Easy Monthly Installments (EMI),0.86,9,1.43,4
8717,Amazon Pay Balance,0.84,0,1.13,5
6972,Pay on Delivery,0.97,5,1.24,4
5626,Pay on Delivery,0.84,4,1.1,10
2951,Debit Card,0.83,9,1.95,0
7993,UPI,0.84,6,1.65,1
4781,Credit Card,0.9,6,1.58,2
2369,Amazon Pay Later,0.82,2,1.08,6
6656,UPI,0.99,6,0.73,9
8174,Credit Card,0.99,8,0.14,8
4496,Debit Card,0.99,7,0.18,1
9164,Pay on Delivery,0.81,2,0.16,9
6003,Amazon Pay Balance,0.99,9,1.96,0
6615,Amazon Pay Later,1.0,4,0.32,0
9359,Debit Card,0.99,7,0.37,3
5920,Pay on Delivery,0.93,1,1.02,8
854,Easy Monthly Installments (EMI),0.94,6,1.01,3
4147,Credit Card,0.82,9,1.85,2
3770,Amazon Pay Later,0.97,9,0.24,9
575,UPI,0.81,6,1.92,7
1149,Easy Monthly Installments (EMI),0.86,7,0.51,8
6294,Pay on Delivery,1.0,0,1.94,4
6458,Easy Monthly Installments (EMI),0.88,7,1.13,1
7510,Net Banking,0.83,0,1.34,3
9908,Amazon Pay Balance,0.99,2,0.7,9
4778,Pay on Delivery,1.0,8,1.26,7
3855,Easy Monthly Installments (EMI),0.84,3,1.45,1
2492,Credit Card,0.97,9,0.12,8
3125,Amazon Pay Balance,0.88,8,0.17,10
5692,Amazon Pay Later,0.88,0,1.97,4
3052,Net Banking,0.85,7,0.97,6
5,Pay on Delivery,0.81,2,1.88,4
5223,Debit Card,0.85,6,1.49,2
5316,Amazon Pay Balance,0.81,1,0.81,1
4870,UPI,0.98,6,0.39,2
877,Credit Card,0.93,6,1.96,1
9184,Pay on Delivery,0.98,8,1.21,1
7028,UPI,0.94,1,0.47,1
4143,Amazon Pay Balance,0.83,7,1.4,10
6967,Pay on Delivery,0.99,4,0.27,1
7080,Net Banking,0.98,9,1.75,7
7988,Debit Card,0.87,8,0.27,4
6800,Debit Card,0.82,7,0.55,8
4466,UPI,0.94,2,0.27,10
636,Amazon Pay Later,0.95,2,0.3,4
1694,Amazon Pay Later,0.98,9,1.1,0
9875,Net Banking,0.81,7,1.41,7
4753,Debit Card,0.83,8,1.6,2
8312,UPI,0.92,1,1.42,9
831,UPI,0.92,2,0.79,10
5178,Pay on Delivery,0.81,7,1.16,9
9562,Pay on Delivery,0.88,1,1.86,1
8933,UPI,0.92,7,0.84,5
8309,Pay on Delivery,0.95,4,0.58,3
5950,Amazon Pay Balance,0.86,5,1.09,3
2839,Pay on Delivery,0.9,9,0.66,8
1151,Net Banking,0.96,3,0.6,9
7561,Amazon Pay Later,0.99,2,1.58,7
1932,Amazon Pay Later,0.85,7,1.79,2
9205,Amazon Pay Balance,0.85,8,1.05,8
1665,Credit Card,0.99,7,1.58,0
1082,Amazon Pay Balance,0.88,8,0.46,6
513,Net Banking,0.94,0,1.14,6
7806,UPI,0.92,4,1.31,1
5238,Amazon Pay Balance,0.86,6,1.03,6
560,UPI,0.93,7,0.32,6
3673,Net Banking,0.93,1,1.49,8
7405,Easy Monthly Installments (EMI),0.92,3,1.69,5
3344,Net Banking,0.82,6,1.31,9
4071,Debit Card,1.0,4,0.42,10
9663,UPI,0.88,0,0.24,9
581,Amazon Pay Later,0.93,1,0.67,8
7005,Amazon Pay Balance,0.98,4,0.17,2
8131,Easy Monthly Installments (EMI),0.88,5,1.69,7
3148,Net Banking,0.95,0,1.44,3
4250,UPI,0.99,2,1.17,10
1680,Easy Monthly Installments (EMI),0.87,5,1.79,0
3507,Credit Card,0.88,5,0.31,6
7254,Debit Card,0.98,6,1.46,2
2745,Credit Card,0.83,9,0.38,3
9436,Net Banking,0.81,2,0.22,2
5189,Credit Card,0.98,0,0.35,5
2142,Credit Card,0.96,6,1.91,9
6618,Debit Card,0.99,2,0.94,0
2480,Debit Card,0.81,4,0.19,9
6485,Pay on Delivery,0.83,3,1.21,6
9828,Debit Card,0.82,0,0.48,9
7422,Easy Monthly Installments (EMI),0.94,6,0.11,7
9950,Pay on Delivery,0.92,3,1.54,2
4453,Debit Card,0.87,0,0.39,8
5882,Credit Card,0.81,5,1.89,1
6666,Amazon Pay Later,0.93,3,1.23,9
2850,Amazon Pay Later,0.91,3,0.27,10
7391,Pay on Delivery,0.82,1,0.51,9
6906,Debit Card,0.98,0,1.26,8
2490,Easy Monthly Installments (EMI),0.84,2,0.74,4
9824,Amazon Pay Balance,0.95,9,1.11,5
9208,UPI,0.98,4,1.62,1
9541,Net Banking,0.92,8,1.61,4
4612,Easy Monthly Installments (EMI),0.85,6,1.43,5
2840,Amazon Pay Balance,0.86,3,1.78,4
8528,Net Banking,0.98,7,0.48,3
5879,Amazon Pay Balance,0.86,3,0.44,7
9088,Amazon Pay Balance,0.95,5,1.62,1
6304,Pay on Delivery,1.0,0,0.71,0
852,Amazon Pay Later,1.0,5,1.07,1
1688,UPI,0.91,9,1.51,10
6834,Amazon Pay Balance,0.97,4,0.85,3
2428,Debit Card,1.0,1,0.35,0
9761,Net Banking,0.87,0,1.39,8
4001,Easy Monthly Installments (EMI),0.85,5,1.65,0
5053,Amazon Pay Later,0.82,1,0.12,4
2739,Net Banking,0.83,8,1.17,7
5733,Pay on Delivery,0.97,8,0.99,8
5388,Debit Card,0.92,0,0.59,8
8003,Debit Card,0.97,4,0.41,7
5537,Amazon Pay Balance,0.96,7,0.46,5
3914,Debit Card,0.93,3,1.48,5
1067,UPI,0.92,2,1.12,8
7724,Pay on Delivery,0.81,4,1.96,1
4381,Debit Card,0.97,4,0.56,2
4108,Amazon Pay Balance,0.88,7,1.92,5
5727,Net Banking,0.91,5,1.08,7
3374,Pay on Delivery,0.8,1,0.38,6
8946,Debit Card,0.99,0,0.38,7
2083,Amazon Pay Later,0.98,2,1.26,4
8968,Pay on Delivery,0.91,1,1.68,8
6749,Pay on Delivery,0.92,3,1.52,5
9818,Easy Monthly Installments (EMI),0.94,2,1.35,9
418,Amazon Pay Later,0.85,8,0.43,1
8307,Amazon Pay Later,0.84,4,0.31,5
8809,Net Banking,0.93,3,0.1,10
3975,Credit Card,0.82,9,0.29,3
3268,Easy Monthly Installments (EMI),0.89,8,1.56,4
826,Amazon Pay Later,0.9,3,1.8,4
7669,Amazon Pay Later,0.88,5,0.56,0
5746,Credit Card,0.84,9,1.61,9
9709,Net Banking,0.87,0,0.48,4
413,Easy Monthly Installments (EMI),0.87,1,0.57,9
7544,Amazon Pay Later,0.9,3,0.53,10
7588,Amazon Pay Balance,0.93,8,0.2,8
729,Net Banking,0.99,5,0.47,7
7165,Easy Monthly Installments (EMI),0.83,5,0.81,7
8868,Amazon Pay Later,0.97,8,0.87,2
5989,Amazon Pay Later,0.86,3,0.69,8
2505,Credit Card,0.92,2,1.08,8
2968,Easy Monthly Installments (EMI),0.91,6,0.82,9
2787,Amazon Pay Balance,0.91,6,1.94,6
1123,Net Banking,0.94,8,1.63,5
4080,Debit Card,0.88,5,1.87,8
1572,UPI,0.86,1,1.16,10
5074,Amazon Pay Balance,0.97,5,1.39,5
5105,Debit Card,0.84,7,0.42,2
2144,Amazon Pay Balance,0.84,5,1.53,5
9880,Easy Monthly Installments (EMI),0.8,8,0.55,10
6807,Debit Card,0.84,3,0.38,1
7358,Easy Monthly Installments (EMI),0.9,2,0.18,1
3441,Debit Card,0.91,4,1.0,6
3767,Amazon Pay Balance,0.85,2,0.64,7
5645,Credit Card,0.81,1,1.97,6
2915,Amazon Pay Balance,0.95,1,0.57,4
4969,Easy Monthly Installments (EMI),0.95,3,1.75,3
5918,Amazon Pay Balance,1.0,2,0.7,7
8788,Pay on Delivery,0.98,8,1.52,8
729,Pay on Delivery,0.99,6,1.35,6
1366,Debit Card,0.96,5,1.17,0
4493,Pay on Delivery,0.92,9,0.89,3
699,UPI,0.83,7,1.38,3
7187,Debit Card,0.92,8,0.87,9
396,Pay on Delivery,0.81,2,1.14,2
7401,Amazon Pay Later,0.98,9,1.22,3
8083,Amazon Pay Balance,0.9,6,0.61,8
4172,Net Banking,0.94,8,0.75,0
4361,Amazon Pay Balance,0.81,0,0.13,1
2503,Pay on Delivery,0.91,9,1.72,6
718,Credit Card,0.86,8,1.54,8
2783,Easy Monthly Installments (EMI),0.86,6,0.45,6
4947,Net Banking,0.88,9,0.79,0
5487,Debit Card,0.8,3,0.9,6
8336,Credit Card,0.89,5,0.74,5
4981,Amazon Pay Balance,0.9,5,1.62,0
7267,Pay on Delivery,0.97,5,1.48,0
4492,Debit Card,0.89,1,1.56,1
7193,Debit Card,0.87,4,1.82,5
5589,Amazon Pay Later,1.0,6,1.23,3
7652,Amazon Pay Later,0.91,5,1.27,3
3637,Pay on Delivery,0.89,2,1.47,5
1168,Pay on Delivery,0.9,4,1.39,8
1063,UPI,0.96,7,1.75,0
2157,Amazon Pay Later,0.87,4,1.56,1
7861,Easy Monthly Installments (EMI),0.88,9,0.33,7
5162,Net Banking,0.95,2,1.86,7
5306,Debit Card,0.81,8,1.4,10
6542,Amazon Pay Later,0.97,2,0.34,10
4730,Pay on Delivery,0.89,1,1.57,5
9349,UPI,0.92,5,0.78,5
7331,Pay on Delivery,0.95,7,1.63,7
5335,Pay on Delivery,0.85,5,1.92,1
8925,Pay on Delivery,0.98,0,0.58,1
4331,Amazon Pay Balance,1.0,7,1.73,0
8011,Net Banking,0.9,0,1.57,5
6802,Amazon Pay Later,0.99,8,1.38,5
4847,Debit Card,0.8,7,0.83,5
6732,Amazon Pay Balance,0.98,5,0.31,10
7242,Pay on Delivery,0.86,1,1.02,1
954,Easy Monthly Installments (EMI),0.86,8,0.3,6
2540,Debit Card,0.85,7,1.05,2
7057,Amazon Pay Balance,0.86,3,1.66,0
1543,Easy Monthly Installments (EMI),0.84,1,2.0,0
5294,Easy Monthly Installments (EMI),0.98,5,0.48,8
1192,Net Banking,0.98,0,0.49,2
6314,Debit Card,0.82,6,1.64,7
6939,Amazon Pay Later,0.83,0,0.99,9
2682,Amazon Pay Later,0.97,5,1.84,6
9410,UPI,0.88,4,1.56,1
1541,Amazon Pay Balance,0.83,9,1.5,1
6173,UPI,0.9,2,0.29,3
5542,Credit Card,0.88,5,0.17,1
9581,Amazon Pay Later,0.84,3,0.7,4
1366,Amazon Pay Balance,0.94,5,0.51,9
8692,Net Banking,0.93,3,1.45,6
9873,UPI,0.82,0,0.96,1
8703,Net Banking,0.99,4,1.09,8
7495,Net Banking,0.91,7,1.65,0
4313,Pay on Delivery,0.85,5,1.01,1
1325,Pay on Delivery,0.84,9,1.14,6
9348,Net Banking,0.83,8,1.7,4
3142,UPI,0.88,3,0.92,0
7420,Pay on Delivery,0.83,9,0.26,3
3487,Credit Card,0.88,8,1.09,7
1811,Easy Monthly Installments (EMI),0.83,7,1.2,4
6589,Easy Monthly Installments (EMI),0.93,2,1.07,1
2924,Pay on Delivery,0.96,5,0.59,8
5302,UPI,0.91,3,0.53,0
4187,Easy Monthly Installments (EMI),0.94,0,0.8,0
8906,Debit Card,0.99,8,0.42,9
5978,Easy Monthly Installments (EMI),0.93,3,1.37,4
4269,Amazon Pay Later,0.87,4,1.27,8
4749,UPI,0.89,2,1.3,5
4850,Pay on Delivery,0.97,3,0.53,4
9436,Pay on Delivery,0.83,8,0.57,5
3710,Easy Monthly Installments (EMI),0.87,6,1.6,5
9274,UPI,0.92,7,1.41,8
6620,Credit Card,0.94,2,1.76,8
8648,Debit Card,0.95,2,0.87,4
9087,Pay on Delivery,0.86,6,1.14,3
9577,UPI,0.83,7,1.5,0
