success_rate,cashback_offered,transaction_fee,customer_preference,payment_method
-0.6132416634986261,-1.2904811215656957,-1.4212015804654161,-0.13881853078020867,0
1.1478792849629933,0.05377004673190404,0.9873005888547387,-1.4008051742366527,4
0.1692596465407341,0.7258956308807039,-1.1466850203514847,-1.4008051742366527,0
-0.03739978734257443,0.7258956308807039,-0.5286024125162576,0.4921747909480133,5
-0.10382154971225223,-1.2904811215656957,-0.03006845755408261,-0.13881853078020867,4
-0.42518304949002417,-1.2904811215656957,-1.2739143097019459,-1.4008051742366527,3
-0.936575649651476,-0.6183555374168959,-0.2854302367217695,0.4921747909480133,2
1.3996665366697987,0.7258956308807039,0.90913031914359,1.1231681126762354,6
1.33890021689569,-1.2904811215656957,-1.1634418792724752,0.4921747909480133,0
0.893597295236301,-0.6183555374168959,-0.7622216951402137,1.1231681126762354,4
0.27884419482836276,-1.2904811215656957,1.2097053641166127,-1.4008051742366527,3
-0.21847725839974497,-0.6183555374168959,-0.5920690398579017,-0.7698118525084306,4
1.4398539184215826,0.05377004673190404,-1.408921189266776,1.7541614344044574,4
0.8907479577686401,0.7258956308807039,-1.2661675224347297,0.4921747909480133,1
0.18490608637383316,0.7258956308807039,1.0975051228733588,0.4921747909480133,1
-0.33177579646926375,0.7258956308807039,1.407276638646849,-1.4008051742366527,5
0.21585782887722849,-1.2904811215656957,-1.0446724337909494,0.4921747909480133,4
-0.7903727140707698,0.7258956308807039,-1.4097529660810204,-0.13881853078020867,7
-1.6580982913988869,1.3980212150295037,0.7421193371228729,-0.13881853078020867,2
1.5905899246921462,0.05377004673190404,-1.228920945629323,-0.7698118525084306,4
1.545307413853049,-0.6183555374168959,-0.6122367150724286,0.4921747909480133,1
-0.4391259766871483,1.3980212150295037,0.3439143515757945,0.4921747909480133,0
1.3023606648996577,0.7258956308807039,0.5869932310433076,-1.4008051742366527,4
0.9487353110178435,1.3980212150295037,-0.5456019558984374,-0.13881853078020867,3
1.0807306115640947,0.05377004673190404,1.332602717554318,0.4921747909480133,1
-1.9004844730484352,1.3980212150295037,0.3140385117657084,1.1231681126762354,7
1.6243587949042453,-1.2904811215656957,-1.46563635450897,1.7541614344044574,5
0.09043303782872045,1.3980212150295037,0.5129571556328022,-0.13881853078020867,7
0.8254881644928507,-1.2904811215656957,-1.4604454462279302,1.7541614344044574,1
1.422732507471612,1.3980212150295037,-0.9670373942947657,-1.4008051742366527,2
1.106380501243394,-0.6183555374168959,-1.267760238834242,-1.4008051742366527,5
0.5512975812036621,-1.2904811215656957,1.0154366289172814,0.4921747909480133,6
-1.3052367334589847,-0.6183555374168959,-0.541030290482461,0.4921747909480133,5
-0.4978186795861732,1.3980212150295037,-0.7391625473534217,0.4921747909480133,0
-0.04345082611400356,-1.2904811215656957,-0.38460909174032043,1.7541614344044574,2
1.3170045170364577,-1.2904811215656957,-0.1838705438730583,-0.7698118525084306,2
0.6016826051859653,0.7258956308807039,-0.2066073963991289,1.7541614344044574,6
0.09537394892049417,-1.2904811215656957,-0.8769148077736175,-0.7698118525084306,3
-1.1036101128619706,-1.2904811215656957,-0.18188809245502138,-0.7698118525084306,5
1.6422423963472357,-1.2904811215656957,0.8646116780831934,1.1231681126762354,5
1.6223133644834804,-0.6183555374168959,0.06494396797337346,-0.13881853078020867,3
-0.5735163401424548,1.3980212150295037,0.655852127544625,1.7541614344044574,3
-0.28804944907412144,1.3980212150295037,1.4230574501771989,0.4921747909480133,7
0.3064578159133994,-1.2904811215656957,-1.16435195011921,-0.13881853078020867,7
-0.11766069551511502,0.7258956308807039,1.262934442426321,-0.13881853078020867,7
-1.5303343911069838,0.7258956308807039,1.4560827302131,-0.7698118525084306,2
-0.9779942914918096,-0.6183555374168959,0.8122951008944052,1.1231681126762354,4
0.5156686104821859,1.3980212150295037,0.8146658446801023,0.4921747909480133,3
0.6362358187139084,0.05377004673190404,0.08367261202864333,-0.7698118525084306,3
-1.2771190134652417,-1.2904811215656957,-0.8343791480352953,-0.13881853078020867,5
0.8555982967251734,-1.2904811215656957,-1.5379794242415625,-0.7698118525084306,5
0.4219636361998451,0.05377004673190404,-0.29244291304591585,-0.13881853078020867,5
-0.8333187842970388,-0.6183555374168959,0.16615080052541678,-1.4008051742366527,3
-1.8473628385673169,-0.6183555374168959,-0.737601258493727,-1.4008051742366527,5
-0.357648551728654,1.3980212150295037,-1.2880090643400997,-0.7698118525084306,2
